 0.000	-0.116	 0.981	 0.070
 0.000	-0.105	 0.973	 0.069
 0.000	-0.091	 0.963	 0.083
 0.000	-0.079	 0.958	 0.096
 0.000	-0.079	 0.965	 0.088
 0.000	-0.082	 0.967	 0.069
 0.000	-0.101	 0.976	 0.077
 0.000	-0.131	 0.983	 0.079
 0.000	-0.146	 0.981	 0.082
 0.000	-0.152	 0.968	 0.090
 0.000	-0.147	 0.956	 0.095
 0.000	-0.134	 0.944	 0.092
 0.000	-0.127	 0.949	 0.093
 0.000	-0.126	 0.965	 0.096
 0.000	-0.128	 0.972	 0.085
 0.000	-0.137	 0.982	 0.072
 0.000	-0.135	 0.983	 0.076
 0.000	-0.124	 0.975	 0.092
 0.000	-0.108	 0.962	 0.088
 0.000	-0.092	 0.955	 0.088
 0.000	-0.077	 0.952	 0.090
 0.000	-0.072	 0.958	 0.065
 0.000	-0.076	 0.967	 0.058
 0.000	-0.091	 0.980	 0.054
 0.000	-0.110	 0.984	 0.053
 0.000	-0.114	 0.980	 0.057
 0.000	-0.110	 0.967	 0.068
 0.000	-0.099	 0.948	 0.081
 0.000	-0.104	 0.950	 0.076
 0.000	-0.103	 0.954	 0.076
 0.000	-0.111	 0.962	 0.056
 0.000	-0.123	 0.975	 0.043
 0.000	-0.133	 0.985	 0.049
 0.000	-0.135	 0.983	 0.057
 0.000	-0.111	 0.979	 0.073
 0.000	-0.099	 0.962	 0.079
 0.000	-0.078	 0.959	 0.090
 0.000	-0.074	 0.957	 0.089
 0.000	-0.076	 0.965	 0.073
 0.000	-0.085	 0.978	 0.073
 0.000	-0.096	 0.985	 0.065
 0.000	-0.119	 0.984	 0.071
 0.000	-0.121	 0.984	 0.085
 0.000	-0.120	 0.971	 0.093
 0.000	-0.111	 0.959	 0.103
 0.000	-0.115	 0.953	 0.104
 0.000	-0.117	 0.962	 0.100
 0.000	-0.128	 0.968	 0.089
 0.000	-0.151	 0.975	 0.077
 0.000	-0.167	 0.983	 0.068
 0.000	-0.158	 0.976	 0.084
 0.000	-0.153	 0.961	 0.094
 0.000	-0.130	 0.952	 0.080
 0.000	-0.108	 0.953	 0.080
 0.000	-0.085	 0.959	 0.088
 0.000	-0.081	 0.965	 0.073
 0.000	-0.083	 0.983	 0.065
 0.000	-0.098	 0.993	 0.055
 0.000	-0.105	 0.985	 0.057
 0.000	-0.103	 0.976	 0.071
 0.000	-0.087	 0.963	 0.071
 0.000	-0.082	 0.953	 0.070
 0.000	-0.075	 0.958	 0.068
 0.000	-0.084	 0.962	 0.054
 0.000	-0.103	 0.976	 0.046
 0.000	-0.120	 0.986	 0.042
 0.000	-0.130	 0.985	 0.046
 0.000	-0.137	 0.975	 0.060
 0.000	-0.138	 0.962	 0.063
 0.000	-0.125	 0.954	 0.070
 0.000	-0.107	 0.958	 0.075
 0.000	-0.094	 0.964	 0.072
 0.000	-0.096	 0.971	 0.070
 0.000	-0.101	 0.985	 0.066
 0.000	-0.105	 0.992	 0.064
 0.000	-0.117	 0.986	 0.074
 0.000	-0.112	 0.979	 0.074
 0.000	-0.102	 0.963	 0.085
 0.000	-0.100	 0.955	 0.102
 0.000	-0.092	 0.958	 0.098
 0.000	-0.096	 0.966	 0.088
 0.000	-0.108	 0.974	 0.083
 0.000	-0.125	 0.986	 0.083
 0.000	-0.142	 0.987	 0.081
 0.000	-0.143	 0.975	 0.090
 0.000	-0.144	 0.956	 0.100
 0.000	-0.135	 0.951	 0.102
 0.000	-0.125	 0.946	 0.104
 0.000	-0.125	 0.948	 0.093
 0.000	-0.123	 0.968	 0.073
 0.000	-0.125	 0.986	 0.067
 0.000	-0.130	 0.984	 0.076
 0.000	-0.115	 0.973	 0.089
 0.000	-0.100	 0.964	 0.099
 0.000	-0.085	 0.954	 0.097
 0.000	-0.081	 0.946	 0.085
 0.000	-0.078	 0.952	 0.079
 0.000	-0.076	 0.966	 0.066
 0.000	-0.092	 0.975	 0.058
 0.000	-0.106	 0.983	 0.054
 0.000	-0.115	 0.981	 0.057
 0.000	-0.112	 0.974	 0.063
 0.000	-0.099	 0.955	 0.076
 0.000	-0.102	 0.952	 0.079
 0.000	-0.105	 0.958	 0.068
 0.000	-0.108	 0.961	 0.058
 0.000	-0.124	 0.972	 0.050
 0.000	-0.131	 0.995	 0.041
 0.000	-0.127	 0.989	 0.055
 0.000	-0.130	 0.984	 0.072
 0.000	-0.111	 0.972	 0.081
 0.000	-0.093	 0.962	 0.085
 0.000	-0.082	 0.960	 0.090
 0.000	-0.083	 0.965	 0.077
 0.000	-0.093	 0.976	 0.073
 0.000	-0.110	 0.982	 0.079
 0.000	-0.125	 0.988	 0.078
 0.000	-0.131	 0.980	 0.087
 0.000	-0.127	 0.966	 0.092
 0.000	-0.120	 0.955	 0.100
 0.000	-0.107	 0.952	 0.102
 0.000	-0.112	 0.958	 0.095
 0.000	-0.125	 0.970	 0.091
 0.000	-0.140	 0.977	 0.088
 0.000	-0.147	 0.986	 0.073
 0.000	-0.157	 0.983	 0.068
 0.000	-0.139	 0.962	 0.077
 0.000	-0.119	 0.955	 0.086
 0.000	-0.101	 0.958	 0.091
 0.000	-0.078	 0.958	 0.082
 0.000	-0.073	 0.961	 0.070
 0.000	-0.086	 0.976	 0.052
 0.000	-0.099	 0.988	 0.052
 0.000	-0.110	 0.980	 0.063
 0.000	-0.103	 0.966	 0.065
 0.000	-0.094	 0.956	 0.080
 0.000	-0.093	 0.946	 0.080
 0.000	-0.083	 0.944	 0.076
 0.000	-0.082	 0.960	 0.063
 0.000	-0.102	 0.976	 0.052
 0.000	-0.114	 0.989	 0.049
 0.000	-0.129	 0.995	 0.048
 0.000	-0.136	 0.981	 0.055
 0.000	-0.132	 0.969	 0.069
 0.000	-0.128	 0.961	 0.082
 0.000	-0.112	 0.953	 0.086
 0.000	-0.099	 0.957	 0.078
 0.000	-0.094	 0.963	 0.077
 0.000	-0.101	 0.981	 0.070
 0.000	-0.105	 0.986	 0.069
 0.000	-0.110	 0.983	 0.079
 0.000	-0.110	 0.975	 0.097
 0.000	-0.105	 0.962	 0.097
 0.000	-0.102	 0.948	 0.104
 0.000	-0.101	 0.942	 0.103
 0.000	-0.108	 0.957	 0.098
 0.000	-0.122	 0.966	 0.097
 0.000	-0.139	 0.977	 0.083
 0.000	-0.152	 0.985	 0.080
 0.000	-0.144	 0.976	 0.088
 0.000	-0.140	 0.961	 0.096
 0.000	-0.130	 0.957	 0.093
 0.000	-0.121	 0.953	 0.091
 0.000	-0.120	 0.957	 0.088
 0.000	-0.112	 0.965	 0.075
 0.000	-0.114	 0.977	 0.061
 0.000	-0.123	 0.983	 0.063
 0.000	-0.111	 0.980	 0.062
 0.000	-0.090	 0.968	 0.072
 0.000	-0.082	 0.960	 0.076
 0.000	-0.075	 0.953	 0.075
 0.000	-0.074	 0.953	 0.075
 0.000	-0.076	 0.964	 0.060
 0.000	-0.092	 0.971	 0.049
 0.000	-0.111	 0.979	 0.054
 0.000	-0.122	 0.984	 0.059
 0.000	-0.124	 0.977	 0.067
 0.000	-0.123	 0.965	 0.082
 0.000	-0.114	 0.961	 0.074
 0.000	-0.108	 0.961	 0.064
 0.000	-0.104	 0.967	 0.060
 0.000	-0.115	 0.979	 0.053
 0.000	-0.136	 0.990	 0.049
 0.000	-0.136	 0.992	 0.054
 0.000	-0.121	 0.982	 0.071
 0.000	-0.103	 0.969	 0.074
 0.000	-0.096	 0.964	 0.080
 0.000	-0.088	 0.960	 0.086
 0.000	-0.080	 0.965	 0.084
 0.000	-0.088	 0.978	 0.084
 0.000	-0.112	 0.980	 0.074
 0.000	-0.129	 0.985	 0.072
 0.000	-0.131	 0.978	 0.088
 0.000	-0.136	 0.959	 0.103
 0.000	-0.137	 0.948	 0.104
 0.000	-0.126	 0.944	 0.102
 0.000	-0.125	 0.951	 0.098
 0.000	-0.127	 0.960	 0.086
 0.000	-0.143	 0.974	 0.075
 0.000	-0.155	 0.986	 0.073
 0.000	-0.151	 0.984	 0.070
 0.000	-0.129	 0.966	 0.079
 0.000	-0.116	 0.955	 0.080
 0.000	-0.095	 0.956	 0.082
 0.000	-0.077	 0.953	 0.077
 0.000	-0.070	 0.960	 0.075
 0.000	-0.078	 0.975	 0.056
 0.000	-0.098	 0.990	 0.058
 0.000	-0.105	 0.985	 0.059
 0.000	-0.105	 0.978	 0.065
 0.000	-0.094	 0.967	 0.074
 0.000	-0.089	 0.951	 0.075
 0.000	-0.088	 0.953	 0.076
 0.000	-0.093	 0.959	 0.060
 0.000	-0.108	 0.963	 0.054
 0.000	-0.126	 0.983	 0.055
 0.000	-0.134	 0.989	 0.056
 0.000	-0.141	 0.975	 0.072
 0.000	-0.138	 0.972	 0.079
 0.000	-0.120	 0.961	 0.090
 0.000	-0.118	 0.957	 0.092
 0.000	-0.104	 0.958	 0.085
 0.000	-0.093	 0.973	 0.086
 0.000	-0.097	 0.985	 0.079
 0.000	-0.111	 0.989	 0.069
 0.000	-0.119	 0.991	 0.070
 0.000	-0.112	 0.977	 0.087
 0.000	-0.105	 0.966	 0.093
 0.000	-0.100	 0.956	 0.090
 0.000	-0.093	 0.952	 0.098
 0.000	-0.100	 0.962	 0.094
 0.000	-0.106	 0.978	 0.086
 0.000	-0.133	 0.980	 0.083
 0.000	-0.147	 0.983	 0.079
 0.000	-0.149	 0.971	 0.085
 0.000	-0.141	 0.948	 0.100
 0.000	-0.134	 0.944	 0.098
 0.000	-0.126	 0.952	 0.089
 0.000	-0.114	 0.956	 0.090
 0.000	-0.106	 0.970	 0.077
 0.000	-0.109	 0.976	 0.064
 0.000	-0.114	 0.988	 0.052
 0.000	-0.108	 0.980	 0.063
 0.000	-0.096	 0.970	 0.067
 0.000	-0.090	 0.962	 0.077
 0.000	-0.072	 0.952	 0.077
 0.000	-0.065	 0.957	 0.066
 0.000	-0.071	 0.969	 0.063
 0.000	-0.092	 0.983	 0.048
 0.000	-0.104	 0.991	 0.058
 0.000	-0.114	 0.987	 0.051
 0.000	-0.126	 0.976	 0.058
 0.000	-0.116	 0.967	 0.077
 0.000	-0.115	 0.960	 0.068
 0.000	-0.117	 0.959	 0.067
 0.000	-0.119	 0.963	 0.074
 0.000	-0.128	 0.978	 0.070
 0.000	-0.135	 0.990	 0.073
 0.000	-0.138	 0.986	 0.080
 0.000	-0.125	 0.978	 0.085
 0.000	-0.109	 0.965	 0.095
 0.000	-0.102	 0.955	 0.096
 0.000	-0.093	 0.952	 0.101
 0.000	-0.091	 0.961	 0.097
 0.000	-0.098	 0.972	 0.086
 0.000	-0.112	 0.973	 0.083
 0.000	-0.122	 0.981	 0.078
 0.000	-0.121	 0.980	 0.086
 0.000	-0.126	 0.965	 0.091
 0.000	-0.120	 0.954	 0.103
 0.000	-0.115	 0.948	 0.093
 0.000	-0.119	 0.951	 0.086
 0.000	-0.126	 0.960	 0.082
 0.000	-0.131	 0.975	 0.086
 0.000	-0.138	 0.984	 0.070
 0.000	-0.138	 0.983	 0.064
 0.000	-0.124	 0.968	 0.077
 0.000	-0.101	 0.957	 0.092
 0.000	-0.090	 0.955	 0.075
 0.000	-0.084	 0.957	 0.073
 0.000	-0.071	 0.960	 0.064
 0.000	-0.082	 0.978	 0.060
 0.000	-0.092	 0.990	 0.055
 0.000	-0.090	 0.982	 0.049
 0.000	-0.099	 0.976	 0.069
 0.000	-0.093	 0.967	 0.080
 0.000	-0.082	 0.952	 0.082
 0.000	-0.089	 0.949	 0.078
 0.000	-0.097	 0.955	 0.069
 0.000	-0.114	 0.970	 0.063
 0.000	-0.132	 0.983	 0.059
 0.000	-0.143	 0.987	 0.054
 0.000	-0.149	 0.986	 0.057
 0.000	-0.136	 0.978	 0.068
 0.000	-0.116	 0.963	 0.084
 0.000	-0.112	 0.958	 0.089
 0.000	-0.095	 0.964	 0.083
 0.000	-0.094	 0.970	 0.083
 0.000	-0.104	 0.979	 0.084
 0.000	-0.123	 0.987	 0.075
 0.000	-0.125	 0.988	 0.080
 0.000	-0.119	 0.974	 0.098
 0.000	-0.114	 0.959	 0.104
 0.000	-0.106	 0.955	 0.105
 0.000	-0.097	 0.946	 0.101
 0.000	-0.102	 0.952	 0.088
 0.000	-0.120	 0.971	 0.081
 0.000	-0.136	 0.986	 0.071
 0.000	-0.159	 0.988	 0.072
 0.000	-0.157	 0.975	 0.077
 0.000	-0.140	 0.958	 0.084
 0.000	-0.126	 0.952	 0.078
 0.000	-0.112	 0.954	 0.064
 0.000	-0.103	 0.961	 0.065
 0.000	-0.091	 0.973	 0.061
 0.000	-0.102	 0.985	 0.051
 0.000	-0.105	 0.988	 0.056
 0.000	-0.103	 0.985	 0.063
 0.000	-0.097	 0.969	 0.070
 0.000	-0.087	 0.952	 0.077
 0.000	-0.075	 0.945	 0.081
 0.000	-0.071	 0.958	 0.077
 0.000	-0.073	 0.964	 0.074
 0.000	-0.089	 0.979	 0.063
 0.000	-0.103	 0.989	 0.053
 0.000	-0.123	 0.987	 0.056
 0.000	-0.139	 0.974	 0.059
 0.000	-0.130	 0.962	 0.077
 0.000	-0.126	 0.951	 0.097
 0.000	-0.115	 0.952	 0.087
 0.000	-0.109	 0.962	 0.077
 0.000	-0.112	 0.976	 0.067
 0.000	-0.124	 0.988	 0.070
 0.000	-0.135	 0.991	 0.071
 0.000	-0.121	 0.995	 0.087
 0.000	-0.114	 0.974	 0.091
 0.000	-0.109	 0.958	 0.094
 0.000	-0.097	 0.953	 0.097
 0.000	-0.088	 0.958	 0.100
 0.000	-0.094	 0.963	 0.087
 0.000	-0.104	 0.977	 0.086
 0.000	-0.124	 0.985	 0.088
 0.000	-0.132	 0.981	 0.096
 0.000	-0.136	 0.962	 0.101
 0.000	-0.131	 0.952	 0.095
 0.000	-0.122	 0.950	 0.097
 0.000	-0.124	 0.951	 0.091
 0.000	-0.125	 0.953	 0.076
 0.000	-0.126	 0.973	 0.064
 0.000	-0.130	 0.981	 0.057
 0.000	-0.140	 0.984	 0.054
 0.000	-0.125	 0.980	 0.056
 0.000	-0.100	 0.966	 0.068
 0.000	-0.084	 0.953	 0.078
 0.000	-0.069	 0.955	 0.071
 0.000	-0.061	 0.967	 0.060
 0.000	-0.075	 0.974	 0.049
 0.000	-0.092	 0.985	 0.045
 0.000	-0.094	 0.990	 0.050
 0.000	-0.107	 0.974	 0.056
 0.000	-0.111	 0.963	 0.071
 0.000	-0.097	 0.958	 0.077
 0.000	-0.100	 0.958	 0.080
 0.000	-0.104	 0.961	 0.073
 0.000	-0.108	 0.965	 0.075
 0.000	-0.127	 0.980	 0.067
 0.000	-0.146	 0.986	 0.066
 0.000	-0.152	 0.990	 0.071
 0.000	-0.142	 0.974	 0.070
 0.000	-0.128	 0.963	 0.086
 0.000	-0.118	 0.958	 0.091
 0.000	-0.097	 0.964	 0.090
 0.000	-0.094	 0.970	 0.087
 0.000	-0.098	 0.969	 0.078
 0.000	-0.115	 0.989	 0.075
 0.000	-0.123	 0.994	 0.072
 0.000	-0.115	 0.985	 0.083
 0.000	-0.108	 0.967	 0.090
 0.000	-0.100	 0.958	 0.086
 0.000	-0.092	 0.949	 0.093
 0.000	-0.109	 0.947	 0.083
 0.000	-0.121	 0.969	 0.065
 0.000	-0.144	 0.985	 0.060
 0.000	-0.154	 0.980	 0.067
 0.000	-0.148	 0.969	 0.073
 0.000	-0.138	 0.957	 0.082
 0.000	-0.125	 0.949	 0.083
 0.000	-0.108	 0.945	 0.071
 0.000	-0.095	 0.954	 0.068
 0.000	-0.094	 0.966	 0.051
 0.000	-0.095	 0.982	 0.041
 0.000	-0.097	 0.984	 0.046
 0.000	-0.096	 0.980	 0.055
 0.000	-0.094	 0.971	 0.063
 0.000	-0.078	 0.957	 0.073
 0.000	-0.070	 0.953	 0.073
 0.000	-0.074	 0.962	 0.075
 0.000	-0.080	 0.959	 0.071
 0.000	-0.090	 0.976	 0.068
 0.000	-0.108	 0.992	 0.060
 0.000	-0.127	 0.989	 0.063
 0.000	-0.140	 0.978	 0.075
 0.000	-0.139	 0.965	 0.089
 0.000	-0.125	 0.953	 0.104
 0.000	-0.116	 0.948	 0.092
 0.000	-0.111	 0.960	 0.081
 0.000	-0.117	 0.967	 0.079
 0.000	-0.131	 0.977	 0.072
 0.000	-0.128	 0.988	 0.070
 0.000	-0.128	 0.985	 0.089
 0.000	-0.119	 0.979	 0.094
 0.000	-0.109	 0.962	 0.104
 0.000	-0.101	 0.948	 0.106
 0.000	-0.097	 0.949	 0.100
 0.000	-0.104	 0.962	 0.086
 0.000	-0.101	 0.974	 0.075
 0.000	-0.125	 0.987	 0.076
 0.000	-0.136	 0.984	 0.073
 0.000	-0.130	 0.974	 0.078
 0.000	-0.121	 0.956	 0.085
 0.000	-0.118	 0.949	 0.093
 0.000	-0.111	 0.949	 0.090
 0.000	-0.109	 0.958	 0.079
 0.000	-0.117	 0.969	 0.062
 0.000	-0.128	 0.988	 0.052
 0.000	-0.135	 0.986	 0.069
 0.000	-0.122	 0.974	 0.078
 0.000	-0.099	 0.967	 0.076
 0.000	-0.083	 0.956	 0.059
 0.000	-0.066	 0.958	 0.066
 0.000	-0.059	 0.966	 0.061
 0.000	-0.070	 0.978	 0.060
 0.000	-0.090	 0.993	 0.052
 0.000	-0.102	 0.992	 0.051
 0.000	-0.113	 0.982	 0.063
 0.000	-0.118	 0.970	 0.081
 0.000	-0.110	 0.956	 0.087
 0.000	-0.107	 0.955	 0.080
 0.000	-0.107	 0.963	 0.074
 0.000	-0.112	 0.979	 0.064
 0.000	-0.123	 0.984	 0.064
 0.000	-0.141	 0.984	 0.068
 0.000	-0.160	 0.983	 0.070
 0.000	-0.148	 0.970	 0.079
 0.000	-0.134	 0.960	 0.087
 0.000	-0.119	 0.952	 0.099
 0.000	-0.097	 0.956	 0.103
 0.000	-0.093	 0.968	 0.094
 0.000	-0.101	 0.971	 0.090
 0.000	-0.109	 0.986	 0.084
 0.000	-0.116	 0.996	 0.076
 0.000	-0.115	 0.979	 0.083
 0.000	-0.114	 0.959	 0.088
 0.000	-0.108	 0.952	 0.083
 0.000	-0.102	 0.954	 0.089
 0.000	-0.106	 0.947	 0.082
 0.000	-0.112	 0.964	 0.077
 0.000	-0.126	 0.983	 0.064
 0.000	-0.138	 0.981	 0.056
 0.000	-0.134	 0.980	 0.060
 0.000	-0.131	 0.971	 0.077
 0.000	-0.122	 0.951	 0.088
 0.000	-0.100	 0.945	 0.078
 0.000	-0.086	 0.952	 0.072
 0.000	-0.086	 0.965	 0.073
 0.000	-0.086	 0.976	 0.066
 0.000	-0.093	 0.983	 0.056
 0.000	-0.094	 0.987	 0.053
 0.000	-0.088	 0.980	 0.064
 0.000	-0.087	 0.961	 0.079
 0.000	-0.081	 0.950	 0.090
 0.000	-0.082	 0.953	 0.083
 0.000	-0.082	 0.956	 0.079
 0.000	-0.096	 0.972	 0.064
 0.000	-0.123	 0.983	 0.053
 0.000	-0.144	 0.987	 0.059
 0.000	-0.142	 0.979	 0.071
 0.000	-0.138	 0.968	 0.074
 0.000	-0.135	 0.956	 0.091
 0.000	-0.125	 0.950	 0.093
 0.000	-0.113	 0.959	 0.083
 0.000	-0.117	 0.975	 0.080
 0.000	-0.134	 0.976	 0.073
 0.000	-0.133	 0.987	 0.083
 0.000	-0.128	 0.984	 0.086
 0.000	-0.127	 0.971	 0.089
 0.000	-0.112	 0.958	 0.097
 0.000	-0.094	 0.956	 0.103
 0.000	-0.085	 0.955	 0.098
 0.000	-0.088	 0.964	 0.091
 0.000	-0.100	 0.974	 0.082
 0.000	-0.122	 0.983	 0.069
 0.000	-0.132	 0.981	 0.072
 0.000	-0.132	 0.970	 0.075
 0.000	-0.122	 0.954	 0.072
 0.000	-0.120	 0.949	 0.079
 0.000	-0.104	 0.953	 0.070
 0.000	-0.096	 0.959	 0.067
 0.000	-0.109	 0.969	 0.051
 0.000	-0.123	 0.984	 0.037
 0.000	-0.127	 0.989	 0.051
 0.000	-0.121	 0.983	 0.058
 0.000	-0.096	 0.964	 0.069
 0.000	-0.083	 0.955	 0.079
 0.000	-0.075	 0.952	 0.069
 0.000	-0.072	 0.963	 0.068
 0.000	-0.071	 0.975	 0.062
 0.000	-0.083	 0.991	 0.048
 0.000	-0.104	 0.992	 0.059
 0.000	-0.123	 0.984	 0.073
 0.000	-0.122	 0.972	 0.089
 0.000	-0.120	 0.960	 0.093
 0.000	-0.123	 0.950	 0.095
 0.000	-0.115	 0.961	 0.095
 0.000	-0.115	 0.967	 0.081
 0.000	-0.138	 0.973	 0.065
 0.000	-0.144	 0.983	 0.072
 0.000	-0.146	 0.988	 0.075
 0.000	-0.136	 0.980	 0.099
 0.000	-0.134	 0.966	 0.101
 0.000	-0.114	 0.954	 0.095
 0.000	-0.094	 0.957	 0.093
 0.000	-0.092	 0.959	 0.096
 0.000	-0.091	 0.970	 0.075
 0.000	-0.102	 0.977	 0.076
 0.000	-0.115	 0.981	 0.079
 0.000	-0.116	 0.977	 0.087
 0.000	-0.112	 0.962	 0.099
 0.000	-0.100	 0.951	 0.092
 0.000	-0.103	 0.944	 0.083
 0.000	-0.104	 0.952	 0.080
 0.000	-0.121	 0.964	 0.077
 0.000	-0.129	 0.974	 0.062
 0.000	-0.135	 0.980	 0.057
 0.000	-0.137	 0.980	 0.058
 0.000	-0.132	 0.973	 0.060
 0.000	-0.113	 0.959	 0.066
 0.000	-0.101	 0.953	 0.072
 0.000	-0.085	 0.958	 0.067
 0.000	-0.079	 0.969	 0.062
 0.000	-0.084	 0.984	 0.047
 0.000	-0.092	 0.990	 0.041
 0.000	-0.102	 0.988	 0.045
 0.000	-0.101	 0.983	 0.052
 0.000	-0.092	 0.968	 0.076
 0.000	-0.088	 0.952	 0.087
 0.000	-0.090	 0.954	 0.087
 0.000	-0.095	 0.964	 0.074
 0.000	-0.113	 0.972	 0.077
 0.000	-0.144	 0.986	 0.075
 0.000	-0.147	 0.988	 0.068
 0.000	-0.148	 0.977	 0.074
 0.000	-0.147	 0.969	 0.093
 0.000	-0.138	 0.955	 0.092
 0.000	-0.127	 0.955	 0.088
 0.000	-0.123	 0.960	 0.101
 0.000	-0.121	 0.966	 0.088
 0.000	-0.121	 0.971	 0.078
 0.000	-0.122	 0.987	 0.072
 0.000	-0.126	 0.986	 0.072
 0.000	-0.115	 0.968	 0.098
 0.000	-0.096	 0.961	 0.102
 0.000	-0.087	 0.955	 0.091
 0.000	-0.081	 0.956	 0.087
 0.000	-0.086	 0.963	 0.082
 0.000	-0.099	 0.973	 0.063
