GT	Gx	Gy	Gz	Temperature	Gyrox	Gyroy	Gyroz
 1.025	 1.024	 0.002	-0.036	 21.6	-38.849	-26.779	-13.901
 1.025	 1.024	 0.004	-0.040	 21.5	-38.773	-26.932	-14.252
 1.027	 1.026	 0.004	-0.036	 21.4	-38.742	-26.871	-13.931
 1.019	 1.018	 0.001	-0.049	 21.5	-38.986	-26.871	-13.718
 1.022	 1.021	 0.003	-0.038	 21.6	-38.727	-26.779	-14.160
 1.023	 1.022	-0.001	-0.043	 21.6	-38.849	-26.871	-14.343
 1.028	 1.027	-0.001	-0.047	 21.6	-38.635	-26.749	-13.931
 1.026	 1.025	 0.000	-0.045	 21.5	-38.834	-26.855	-13.855
 1.028	 1.027	 0.001	-0.045	 21.5	-38.651	-26.810	-14.145
 1.029	 1.028	 0.000	-0.036	 21.5	-38.788	-26.947	-13.977
 1.017	 1.017	 0.012	-0.035	 21.6	-38.696	-26.855	-13.702
 1.021	 1.020	 0.003	-0.041	 21.6	-38.834	-26.917	-13.962
 1.027	 1.026	 0.005	-0.046	 21.5	-38.864	-27.130	-14.221
 1.026	 1.025	-0.001	-0.031	 21.6	-38.727	-26.825	-13.931
 1.028	 1.027	 0.001	-0.044	 21.5	-38.849	-26.947	-13.535
 1.033	 1.032	 0.004	-0.045	 21.5	-38.803	-27.023	-13.748
 1.023	 1.022	 0.001	-0.043	 21.6	-38.803	-26.688	-14.420
 1.022	 1.021	 0.005	-0.037	 21.6	-38.864	-26.718	-14.130
 1.028	 1.028	-0.004	-0.039	 21.5	-38.864	-26.978	-13.626
 1.024	 1.023	 0.001	-0.047	 21.6	-38.864	-26.978	-14.145
 1.024	 1.023	 0.002	-0.042	 21.6	-38.635	-26.978	-14.343
 1.027	 1.026	 0.005	-0.043	 21.5	-38.712	-26.871	-13.748
 1.025	 1.024	 0.001	-0.039	 21.6	-38.742	-27.008	-13.657
 1.027	 1.026	 0.004	-0.041	 21.5	-38.681	-26.810	-14.191
 1.027	 1.026	 0.002	-0.043	 21.5	-38.742	-26.871	-14.404
 1.019	 1.019	 0.001	-0.036	 21.5	-38.788	-26.886	-13.611
 1.027	 1.026	 0.005	-0.045	 21.6	-38.788	-26.993	-13.794
 1.027	 1.026	 0.001	-0.044	 21.6	-38.773	-26.855	-14.160
 1.027	 1.026	 0.006	-0.038	 21.5	-38.818	-26.779	-14.343
 1.022	 1.021	 0.001	-0.039	 21.5	-38.696	-26.627	-13.718
 1.022	 1.022	 0.005	-0.039	 21.6	-38.757	-26.855	-13.824
 1.028	 1.027	 0.002	-0.037	 21.5	-38.696	-26.779	-14.160
 1.026	 1.025	 0.003	-0.032	 21.6	-38.773	-26.749	-14.145
 1.033	 1.032	 0.007	-0.045	 21.6	-38.666	-26.917	-13.565
 1.027	 1.026	-0.003	-0.037	 21.6	-38.681	-26.871	-14.069
 1.023	 1.021	 0.002	-0.048	 21.6	-38.666	-26.871	-14.450
 1.031	 1.031	 0.002	-0.037	 21.6	-38.788	-26.886	-13.901
 1.028	 1.027	 0.009	-0.037	 21.6	-38.696	-27.008	-13.809
 1.029	 1.028	 0.003	-0.043	 21.6	-38.818	-26.871	-14.038
 1.024	 1.023	 0.004	-0.046	 21.6	-38.651	-26.688	-14.130
 1.025	 1.024	 0.003	-0.045	 21.6	-38.651	-26.871	-13.992
 1.030	 1.029	 0.003	-0.041	 21.6	-38.681	-26.871	-13.626
 1.029	 1.028	 0.003	-0.047	 21.5	-38.879	-26.886	-14.206
 1.027	 1.026	 0.002	-0.039	 21.6	-38.773	-27.023	-14.282
 1.022	 1.021	 0.002	-0.049	 21.5	-38.742	-26.901	-13.611
 1.031	 1.030	 0.005	-0.040	 21.6	-38.666	-26.825	-13.702
 1.026	 1.025	-0.004	-0.037	 21.5	-38.696	-26.978	-14.313
 1.025	 1.024	 0.006	-0.045	 21.5	-38.696	-26.917	-13.885
 1.028	 1.027	 0.003	-0.042	 21.6	-38.742	-26.932	-13.657
 1.024	 1.023	 0.000	-0.046	 21.5	-38.544	-26.901	-13.855
 1.030	 1.029	 0.000	-0.043	 21.5	-38.605	-26.993	-14.297
 1.030	 1.029	-0.001	-0.052	 21.6	-38.834	-26.733	-14.084
 1.024	 1.023	 0.004	-0.042	 21.6	-38.727	-26.657	-13.596
 1.024	 1.024	 0.003	-0.036	 21.5	-38.696	-27.069	-13.931
 1.028	 1.027	 0.003	-0.039	 21.5	-38.589	-26.810	-14.420
 1.027	 1.026	 0.003	-0.045	 21.5	-38.834	-26.917	-14.008
 1.028	 1.028	 0.005	-0.031	 21.6	-38.803	-26.901	-13.626
 1.026	 1.026	 0.002	-0.035	 21.6	-38.681	-26.871	-14.069
 1.019	 1.018	 0.004	-0.044	 21.5	-38.757	-26.871	-14.404
 1.027	 1.026	 0.002	-0.044	 21.6	-38.681	-26.871	-13.885
 1.025	 1.024	 0.003	-0.044	 21.6	-38.589	-26.855	-13.657
 1.025	 1.024	-0.001	-0.038	 21.5	-38.712	-26.932	-14.267
 1.028	 1.027	-0.001	-0.050	 21.6	-38.818	-26.932	-14.191
 1.027	 1.026	 0.002	-0.045	 21.6	-38.574	-26.886	-13.718
 1.018	 1.017	 0.000	-0.043	 21.6	-38.803	-27.069	-13.641
 1.033	 1.032	 0.002	-0.046	 21.6	-38.757	-26.840	-14.389
 1.023	 1.022	 0.001	-0.038	 21.5	-38.635	-26.917	-14.084
 1.035	 1.034	 0.002	-0.043	 21.6	-38.757	-27.008	-13.474
 1.029	 1.029	-0.001	-0.038	 21.5	-38.635	-26.810	-13.794
 1.027	 1.026	 0.001	-0.041	 21.5	-38.696	-26.840	-14.359
 1.024	 1.023	 0.005	-0.049	 21.6	-38.818	-26.855	-13.809
 1.026	 1.026	 0.004	-0.041	 21.6	-38.513	-26.794	-13.565
 1.027	 1.026	-0.002	-0.044	 21.5	-38.849	-26.855	-14.069
 1.025	 1.024	 0.002	-0.039	 21.6	-38.574	-26.840	-14.465
 1.025	 1.024	 0.005	-0.041	 21.6	-38.773	-26.917	-13.809
 1.021	 1.020	 0.002	-0.038	 21.6	-38.574	-26.978	-13.580
 1.029	 1.028	 0.005	-0.045	 21.5	-38.742	-26.978	-14.114
 1.028	 1.027	 0.000	-0.043	 21.6	-38.849	-26.672	-14.343
 1.024	 1.023	 0.007	-0.045	 21.5	-38.620	-26.947	-13.885
 1.026	 1.025	-0.000	-0.036	 21.5	-38.589	-26.886	-13.641
 1.030	 1.029	-0.002	-0.032	 21.5	-38.727	-26.642	-14.389
 1.020	 1.019	 0.007	-0.039	 21.6	-38.803	-26.947	-14.023
 1.033	 1.032	 0.002	-0.053	 21.6	-38.696	-27.130	-13.718
 1.024	 1.024	 0.007	-0.040	 21.5	-38.803	-26.947	-13.901
 1.021	 1.020	 0.002	-0.042	 21.6	-38.651	-26.871	-14.465
 1.027	 1.027	 0.003	-0.039	 21.6	-38.834	-26.840	-14.175
 1.021	 1.020	 0.002	-0.040	 21.6	-38.879	-26.978	-13.718
 1.025	 1.024	 0.004	-0.046	 21.6	-38.742	-26.871	-13.977
 1.021	 1.020	-0.002	-0.048	 21.6	-38.803	-26.840	-14.389
 1.033	 1.032	 0.004	-0.042	 21.5	-38.712	-26.855	-13.885
 1.029	 1.029	 0.001	-0.035	 21.5	-38.803	-26.901	-13.611
 1.022	 1.021	 0.003	-0.044	 21.5	-38.757	-26.871	-14.282
 1.022	 1.021	 0.006	-0.045	 21.6	-38.834	-26.962	-14.496
 1.022	 1.021	 0.003	-0.045	 21.6	-38.605	-26.947	-13.672
 1.020	 1.019	-0.003	-0.050	 21.6	-38.773	-27.115	-13.626
 1.030	 1.029	 0.002	-0.053	 21.5	-38.681	-26.764	-14.389
 1.030	 1.029	 0.009	-0.037	 21.6	-38.620	-26.749	-14.297
 1.017	 1.016	-0.001	-0.041	 21.5	-38.605	-27.023	-13.733
 1.022	 1.022	 0.000	-0.039	 21.5	-38.574	-26.810	-13.855
 1.023	 1.022	 0.005	-0.036	 21.6	-38.864	-26.825	-14.496
 1.019	 1.018	 0.001	-0.042	 21.6	-38.879	-26.901	-14.053
 1.023	 1.022	-0.005	-0.037	 21.5	-38.712	-26.688	-13.626
 1.028	 1.027	 0.007	-0.043	 21.5	-38.605	-27.130	-13.748
 1.031	 1.031	-0.000	-0.038	 21.6	-38.391	-26.978	-14.420
 1.023	 1.023	 0.000	-0.031	 21.6	-38.834	-26.932	-14.023
 1.024	 1.023	 0.001	-0.044	 21.6	-38.696	-26.932	-13.611
 1.030	 1.028	 0.003	-0.052	 21.5	-38.666	-26.871	-13.977
 1.031	 1.030	 0.003	-0.040	 21.5	-38.681	-27.115	-14.359
 1.027	 1.026	 0.005	-0.043	 21.5	-38.574	-26.932	-13.916
 1.025	 1.024	 0.007	-0.050	 21.6	-38.849	-26.703	-13.596
 1.018	 1.017	 0.004	-0.041	 21.6	-38.651	-26.779	-14.038
 1.023	 1.022	 0.005	-0.038	 21.5	-38.971	-27.054	-14.420
 1.027	 1.026	 0.002	-0.046	 21.5	-38.803	-26.779	-13.855
 1.022	 1.021	 0.002	-0.044	 21.6	-38.788	-26.932	-13.733
 1.024	 1.023	-0.003	-0.038	 21.6	-38.574	-27.008	-14.267
 1.023	 1.022	-0.000	-0.044	 21.5	-38.757	-26.901	-14.374
 1.026	 1.025	-0.004	-0.040	 21.6	-38.696	-26.917	-13.763
 1.029	 1.028	 0.005	-0.044	 21.6	-38.574	-26.871	-13.916
 1.027	 1.026	 0.003	-0.044	 21.5	-38.712	-26.855	-14.328
 1.028	 1.027	-0.001	-0.044	 21.6	-38.834	-27.023	-14.130
 1.029	 1.028	 0.000	-0.042	 21.5	-38.757	-26.855	-13.641
 1.025	 1.024	-0.001	-0.051	 21.5	-38.773	-26.779	-13.718
 1.023	 1.022	 0.003	-0.039	 21.5	-38.727	-26.886	-14.297
 1.026	 1.025	 0.000	-0.042	 21.6	-38.834	-26.901	-13.947
 1.020	 1.020	 0.002	-0.042	 21.5	-38.849	-26.779	-13.565
 1.023	 1.022	 0.004	-0.045	 21.6	-38.849	-27.054	-14.130
 1.026	 1.025	 0.001	-0.043	 21.5	-38.712	-26.962	-14.374
 1.026	 1.025	 0.003	-0.044	 21.6	-38.803	-26.825	-13.885
 1.028	 1.027	 0.003	-0.037	 21.5	-38.742	-26.825	-13.565
 1.025	 1.024	-0.001	-0.045	 21.6	-38.574	-26.962	-13.870
 1.026	 1.025	 0.002	-0.044	 21.6	-38.742	-26.917	-14.221
 1.022	 1.021	 0.006	-0.043	 21.6	-38.681	-26.871	-13.672
 1.027	 1.026	 0.006	-0.048	 21.6	-38.666	-26.917	-13.657
 1.023	 1.022	-0.003	-0.042	 21.6	-38.620	-26.642	-14.374
 1.026	 1.025	 0.001	-0.043	 21.6	-38.773	-26.917	-14.252
 1.020	 1.019	 0.002	-0.035	 21.6	-38.773	-26.855	-13.397
 1.030	 1.029	 0.003	-0.046	 21.6	-38.773	-27.008	-13.763
 1.025	 1.024	-0.002	-0.041	 21.5	-38.727	-26.993	-14.130
 1.025	 1.024	 0.005	-0.041	 21.5	-38.773	-26.978	-14.252
 1.021	 1.021	 0.004	-0.035	 21.6	-38.757	-26.855	-13.687
 1.023	 1.022	 0.002	-0.036	 21.6	-38.681	-26.917	-13.794
 1.025	 1.025	-0.001	-0.040	 21.6	-38.925	-26.886	-14.435
 1.021	 1.021	-0.003	-0.038	 21.5	-38.879	-26.825	-13.916
 1.023	 1.022	 0.001	-0.042	 21.6	-38.803	-26.749	-13.626
 1.020	 1.019	 0.003	-0.040	 21.6	-38.559	-26.978	-13.977
 1.027	 1.026	-0.001	-0.042	 21.6	-38.788	-26.993	-14.297
 1.025	 1.024	 0.002	-0.046	 21.5	-38.605	-26.657	-13.748
 1.028	 1.027	-0.000	-0.047	 21.6	-38.620	-26.978	-13.748
 1.022	 1.021	 0.002	-0.049	 21.6	-38.712	-26.855	-14.175
 1.025	 1.024	 0.005	-0.040	 21.6	-38.788	-27.069	-14.481
 1.022	 1.021	 0.002	-0.043	 21.7	-38.773	-26.962	-13.824
 1.025	 1.025	 0.004	-0.037	 21.6	-38.559	-26.962	-13.565
 1.024	 1.023	 0.002	-0.049	 21.5	-38.773	-26.810	-14.313
 1.024	 1.023	 0.005	-0.036	 21.6	-38.712	-26.855	-14.374
 1.028	 1.028	-0.001	-0.043	 21.6	-38.712	-26.764	-13.443
 1.023	 1.022	 0.003	-0.050	 21.5	-38.834	-26.825	-13.824
 1.028	 1.027	 0.007	-0.042	 21.5	-38.727	-27.008	-14.359
 1.027	 1.026	-0.000	-0.041	 21.6	-38.666	-26.901	-14.114
 1.024	 1.023	 0.003	-0.032	 21.6	-38.742	-26.962	-13.733
 1.019	 1.018	 0.003	-0.036	 21.5	-38.712	-26.947	-13.840
 1.026	 1.025	 0.002	-0.045	 21.5	-38.712	-27.008	-14.526
 1.020	 1.019	 0.005	-0.039	 21.5	-38.513	-26.794	-14.023
 1.026	 1.026	 0.001	-0.040	 21.6	-38.651	-26.825	-13.824
 1.025	 1.024	 0.005	-0.039	 21.6	-38.681	-26.794	-14.084
 1.029	 1.028	 0.002	-0.043	 21.5	-38.712	-26.764	-14.389
 1.019	 1.018	 0.000	-0.045	 21.5	-38.712	-26.703	-13.672
 1.028	 1.027	 0.002	-0.047	 21.6	-38.666	-26.855	-13.794
 1.033	 1.032	-0.003	-0.039	 21.6	-38.742	-26.825	-14.130
 1.028	 1.027	 0.002	-0.042	 21.6	-38.834	-27.008	-14.221
 1.024	 1.023	 0.001	-0.045	 21.5	-38.757	-26.947	-13.794
 1.021	 1.020	 0.003	-0.044	 21.5	-38.818	-26.733	-13.626
 1.021	 1.020	 0.002	-0.042	 21.6	-38.696	-26.917	-14.282
 1.029	 1.029	 0.005	-0.039	 21.5	-38.757	-26.764	-14.038
 1.028	 1.027	 0.005	-0.038	 21.6	-38.513	-26.978	-13.794
 1.028	 1.028	 0.000	-0.040	 21.6	-38.666	-26.840	-13.733
 1.027	 1.027	 0.000	-0.041	 21.6	-38.834	-26.871	-14.389
 1.027	 1.026	 0.004	-0.036	 21.5	-38.742	-26.978	-14.252
 1.026	 1.025	 0.001	-0.041	 21.5	-38.803	-26.947	-13.763
 1.023	 1.022	 0.002	-0.050	 21.5	-38.773	-26.932	-14.206
 1.028	 1.027	 0.003	-0.044	 21.6	-38.818	-26.932	-14.389
 1.023	 1.022	 0.003	-0.033	 21.5	-38.696	-26.718	-13.855
 1.021	 1.021	 0.002	-0.037	 21.5	-38.849	-26.917	-13.672
 1.029	 1.028	 0.006	-0.033	 21.5	-38.651	-27.054	-14.175
 1.026	 1.025	 0.003	-0.040	 21.6	-38.635	-26.749	-14.267
 1.023	 1.022	 0.000	-0.038	 21.5	-38.727	-26.871	-13.763
 1.024	 1.023	-0.001	-0.033	 21.5	-38.971	-26.810	-13.672
 1.026	 1.025	 0.003	-0.043	 21.4	-38.696	-26.962	-14.282
 1.027	 1.026	 0.005	-0.041	 21.6	-38.803	-26.855	-14.465
 1.025	 1.024	 0.005	-0.046	 21.6	-38.727	-27.039	-13.809
 1.025	 1.024	 0.003	-0.038	 21.5	-38.528	-26.947	-13.748
 1.032	 1.031	-0.003	-0.042	 21.4	-38.712	-26.749	-14.359
 1.025	 1.024	 0.001	-0.038	 21.6	-38.696	-26.810	-14.343
 1.026	 1.025	 0.010	-0.044	 21.6	-38.605	-26.703	-13.565
 1.021	 1.021	 0.008	-0.040	 21.6	-38.757	-26.962	-13.916
 1.024	 1.023	 0.003	-0.047	 21.5	-38.696	-26.993	-14.175
 1.033	 1.032	-0.001	-0.046	 21.6	-38.651	-26.840	-14.053
 1.023	 1.023	 0.009	-0.034	 21.5	-38.727	-26.825	-13.611
 1.027	 1.026	 0.007	-0.045	 21.5	-38.818	-26.779	-13.947
 1.026	 1.025	-0.001	-0.041	 21.5	-38.696	-26.810	-14.236
 1.021	 1.020	-0.001	-0.042	 21.6	-38.544	-26.978	-13.763
 1.022	 1.021	 0.005	-0.041	 21.5	-38.712	-26.871	-13.672
 1.026	 1.025	 0.004	-0.044	 21.6	-38.803	-26.718	-14.236
 1.027	 1.026	 0.001	-0.049	 21.6	-38.925	-26.947	-14.374
 1.026	 1.026	 0.004	-0.030	 21.5	-38.910	-26.840	-13.809
 1.024	 1.022	 0.002	-0.050	 21.6	-38.666	-26.855	-13.702
 1.028	 1.027	 0.005	-0.044	 21.5	-38.727	-26.825	-14.175
 1.023	 1.022	 0.002	-0.037	 21.6	-38.788	-26.810	-14.236
 1.022	 1.022	 0.001	-0.038	 21.5	-38.727	-26.825	-13.702
 1.029	 1.029	 0.007	-0.043	 21.5	-38.803	-26.932	-13.901
 1.023	 1.022	-0.001	-0.027	 21.6	-38.696	-26.962	-14.252
 1.023	 1.022	 0.002	-0.044	 21.5	-38.818	-26.764	-14.130
 1.029	 1.028	-0.001	-0.049	 21.5	-38.544	-27.023	-13.702
 1.027	 1.026	 0.007	-0.044	 21.5	-38.773	-26.917	-13.840
 1.025	 1.024	 0.004	-0.043	 21.6	-38.727	-26.947	-14.297
 1.028	 1.027	-0.002	-0.041	 21.5	-38.773	-26.871	-13.870
 1.030	 1.029	 0.005	-0.041	 21.6	-38.605	-26.978	-13.733
 1.032	 1.031	 0.008	-0.040	 21.5	-38.620	-26.764	-14.084
 1.026	 1.026	 0.003	-0.039	 21.4	-38.773	-26.718	-14.191
 1.021	 1.020	 0.006	-0.041	 21.5	-38.788	-26.794	-13.809
 1.026	 1.025	 0.001	-0.041	 21.6	-38.681	-26.947	-13.611
 1.028	 1.027	 0.002	-0.041	 21.6	-38.803	-26.718	-14.175
 1.022	 1.021	 0.006	-0.046	 21.5	-38.788	-26.886	-14.496
 1.026	 1.025	 0.002	-0.043	 21.6	-38.773	-26.855	-13.718
 1.032	 1.031	 0.005	-0.040	 21.5	-38.635	-26.871	-13.718
 1.025	 1.024	 0.004	-0.042	 21.5	-38.437	-26.978	-14.313
 1.029	 1.028	 0.001	-0.045	 21.5	-38.620	-26.871	-14.343
 1.026	 1.025	 0.001	-0.043	 21.6	-38.696	-26.978	-13.748
 1.034	 1.033	-0.001	-0.049	 21.5	-38.589	-26.917	-13.931
 1.021	 1.021	-0.001	-0.039	 21.6	-38.757	-26.947	-14.313
 1.020	 1.019	 0.001	-0.041	 21.5	-38.635	-26.672	-14.038
 1.023	 1.022	 0.006	-0.041	 21.5	-38.742	-26.642	-13.702
 1.026	 1.025	 0.004	-0.050	 21.5	-38.666	-26.947	-14.084
 1.023	 1.022	-0.002	-0.044	 21.6	-38.483	-26.855	-14.206
 1.023	 1.022	-0.004	-0.046	 21.5	-38.544	-26.932	-13.977
 1.027	 1.026	-0.000	-0.043	 21.6	-38.651	-26.901	-13.550
 1.023	 1.022	 0.002	-0.039	 21.6	-38.803	-26.840	-14.023
 1.033	 1.032	 0.004	-0.037	 21.5	-38.818	-27.054	-14.313
 1.021	 1.021	 0.004	-0.037	 21.5	-38.803	-26.947	-13.718
 1.030	 1.030	 0.003	-0.041	 21.5	-38.834	-26.871	-13.672
 1.024	 1.023	 0.005	-0.035	 21.5	-38.757	-26.840	-14.236
 1.028	 1.028	 0.004	-0.040	 21.6	-38.605	-26.840	-14.267
 1.022	 1.021	 0.004	-0.045	 21.5	-38.742	-26.962	-13.855
 1.033	 1.032	-0.001	-0.043	 21.6	-38.864	-26.962	-13.885
 1.023	 1.022	 0.000	-0.043	 21.5	-38.757	-26.917	-14.435
 1.026	 1.025	 0.000	-0.044	 21.6	-38.513	-26.825	-13.916
 1.027	 1.026	 0.007	-0.037	 21.5	-38.727	-26.993	-13.840
 1.026	 1.025	 0.004	-0.038	 21.5	-38.757	-26.993	-13.687
 1.027	 1.026	 0.002	-0.043	 21.5	-38.666	-26.886	-14.374
 1.025	 1.024	 0.002	-0.043	 21.5	-38.498	-26.993	-13.870
 1.028	 1.027	-0.004	-0.045	 21.5	-38.864	-26.749	-13.611
 1.025	 1.025	 0.006	-0.036	 21.5	-38.773	-26.779	-13.947
 1.029	 1.028	-0.001	-0.033	 21.6	-38.727	-26.886	-14.526
 1.027	 1.026	 0.007	-0.042	 21.5	-39.001	-26.733	-14.023
 1.026	 1.025	 0.006	-0.041	 21.6	-38.803	-27.008	-13.519
 1.024	 1.024	 0.008	-0.032	 21.5	-38.773	-26.886	-13.962
 1.026	 1.025	-0.002	-0.042	 21.5	-38.834	-26.871	-14.282
 1.023	 1.022	 0.002	-0.045	 21.5	-38.681	-26.886	-13.931
 1.016	 1.015	 0.000	-0.041	 21.6	-38.788	-26.947	-13.687
 1.024	 1.023	 0.003	-0.041	 21.6	-38.696	-26.917	-14.221
 1.023	 1.022	 0.005	-0.046	 21.5	-38.864	-26.855	-14.374
 1.027	 1.026	 0.000	-0.044	 21.5	-38.696	-26.886	-13.779
 1.025	 1.024	-0.000	-0.040	 21.5	-38.513	-26.901	-13.702
 1.020	 1.019	 0.000	-0.050	 21.6	-38.864	-26.962	-14.282
 1.026	 1.025	 0.000	-0.047	 21.5	-38.574	-26.947	-14.145
 1.021	 1.021	-0.003	-0.036	 21.6	-38.651	-27.008	-13.702
 1.025	 1.024	 0.002	-0.043	 21.6	-38.635	-26.810	-13.870
 1.023	 1.023	-0.000	-0.038	 21.6	-38.864	-26.840	-14.236
 1.033	 1.032	 0.002	-0.039	 21.5	-38.635	-26.932	-14.069
 1.026	 1.025	-0.003	-0.043	 21.6	-38.635	-26.794	-13.687
 1.022	 1.021	 0.004	-0.041	 21.5	-38.803	-26.794	-14.130
 1.027	 1.026	 0.003	-0.044	 21.6	-38.803	-26.794	-14.313
 1.025	 1.024	 0.005	-0.042	 21.6	-38.742	-26.794	-13.809
 1.024	 1.023	 0.001	-0.040	 21.6	-38.681	-26.901	-13.596
 1.019	 1.019	-0.004	-0.037	 21.6	-38.651	-27.084	-14.008
 1.027	 1.026	 0.007	-0.038	 21.5	-38.773	-26.901	-14.603
 1.024	 1.023	-0.000	-0.044	 21.5	-38.712	-26.932	-13.885
 1.025	 1.024	 0.008	-0.039	 21.5	-38.696	-27.054	-13.718
 1.029	 1.029	 0.008	-0.038	 21.5	-38.727	-27.023	-13.992
 1.023	 1.022	-0.003	-0.033	 21.6	-38.788	-27.084	-14.359
 1.032	 1.031	 0.003	-0.039	 21.6	-38.651	-26.840	-13.672
 1.023	 1.022	 0.005	-0.047	 21.6	-38.727	-26.901	-13.779
 1.029	 1.028	 0.002	-0.043	 21.6	-38.757	-26.611	-14.465
 1.026	 1.025	 0.001	-0.040	 21.6	-38.635	-26.901	-14.267
 1.027	 1.026	 0.000	-0.045	 21.5	-38.834	-26.947	-13.565
 1.024	 1.023	 0.007	-0.056	 21.6	-38.696	-26.871	-13.748
 1.029	 1.028	 0.001	-0.042	 21.5	-38.773	-26.779	-14.359
 1.024	 1.023	 0.002	-0.043	 21.6	-38.452	-26.932	-13.962
 1.019	 1.018	-0.001	-0.033	 21.6	-38.742	-26.978	-13.458
 1.029	 1.028	 0.005	-0.044	 21.5	-38.727	-26.688	-14.191
 1.026	 1.026	 0.006	-0.036	 21.5	-38.559	-26.993	-14.267
 1.032	 1.031	 0.006	-0.043	 21.5	-38.971	-26.886	-13.885
 1.026	 1.024	 0.001	-0.052	 21.6	-38.727	-26.901	-13.535
 1.025	 1.024	-0.001	-0.043	 21.5	-38.834	-27.023	-14.114
 1.028	 1.027	 0.000	-0.042	 21.6	-38.651	-26.901	-14.191
 1.027	 1.027	 0.001	-0.042	 21.5	-38.803	-26.840	-13.748
 1.025	 1.024	 0.000	-0.045	 21.5	-38.773	-26.962	-13.550
 1.020	 1.019	-0.005	-0.047	 21.5	-38.727	-26.886	-14.130
 1.022	 1.022	 0.000	-0.032	 21.6	-38.940	-26.779	-14.343
 1.032	 1.031	 0.002	-0.043	 21.6	-38.666	-26.825	-13.596
 1.029	 1.028	 0.006	-0.038	 21.6	-38.803	-26.978	-13.748
 1.021	 1.021	 0.004	-0.042	 21.6	-38.651	-26.825	-14.252
 1.024	 1.023	 0.002	-0.042	 21.7	-38.513	-26.855	-14.023
 1.024	 1.024	 0.002	-0.041	 21.5	-38.834	-27.008	-13.412
 1.027	 1.026	 0.003	-0.039	 21.5	-38.681	-26.947	-13.931
 1.022	 1.021	-0.000	-0.028	 21.6	-38.773	-26.764	-14.389
 1.029	 1.028	-0.003	-0.037	 21.4	-38.773	-26.672	-14.221
 1.029	 1.028	 0.007	-0.044	 21.6	-38.712	-27.039	-13.763
 1.029	 1.028	-0.001	-0.037	 21.5	-38.864	-26.932	-14.236
 1.030	 1.029	-0.001	-0.048	 21.5	-38.620	-26.855	-14.389
 1.028	 1.027	 0.003	-0.036	 21.6	-38.727	-26.947	-13.824
 1.029	 1.028	 0.004	-0.036	 21.7	-38.605	-26.855	-13.443
 1.024	 1.023	 0.004	-0.041	 21.6	-38.605	-26.794	-14.099
 1.023	 1.022	 0.003	-0.042	 21.6	-38.605	-26.932	-14.313
 1.022	 1.021	 0.001	-0.050	 21.5	-38.986	-26.810	-13.641
 1.022	 1.021	 0.001	-0.044	 21.5	-38.757	-26.733	-13.702
 1.028	 1.027	 0.001	-0.044	 21.6	-38.727	-26.917	-14.297
 1.028	 1.027	-0.000	-0.047	 21.6	-38.757	-26.947	-14.267
 1.024	 1.023	 0.001	-0.044	 21.6	-38.895	-26.871	-13.596
 1.026	 1.025	 0.005	-0.043	 21.6	-38.803	-26.917	-13.794
 1.028	 1.027	 0.000	-0.045	 21.7	-38.849	-26.810	-14.282
 1.025	 1.024	 0.003	-0.043	 21.6	-38.666	-26.932	-14.099
 1.029	 1.028	 0.004	-0.042	 21.5	-38.727	-26.947	-13.596
 1.023	 1.022	-0.001	-0.037	 21.5	-38.864	-27.008	-13.992
 1.023	 1.022	 0.006	-0.044	 21.5	-38.712	-26.947	-14.374
 1.032	 1.031	 0.005	-0.038	 21.6	-38.773	-26.901	-13.748
 1.028	 1.027	 0.002	-0.046	 21.6	-38.803	-26.840	-13.550
 1.023	 1.022	-0.002	-0.043	 21.6	-38.895	-26.932	-14.130
 1.029	 1.028	 0.000	-0.044	 21.5	-38.773	-26.794	-14.282
 1.025	 1.024	 0.006	-0.044	 21.6	-38.712	-26.657	-13.840
 1.030	 1.029	 0.004	-0.044	 21.6	-38.818	-26.962	-13.794
 1.026	 1.025	 0.003	-0.042	 21.6	-38.742	-26.840	-14.313
 1.027	 1.027	 0.008	-0.039	 21.4	-38.452	-26.886	-14.221
 1.025	 1.025	 0.001	-0.034	 21.6	-38.773	-26.733	-13.535
 1.028	 1.028	 0.008	-0.036	 21.5	-38.666	-26.962	-13.855
 1.024	 1.023	 0.003	-0.035	 21.6	-38.757	-27.039	-14.328
 1.030	 1.029	-0.000	-0.042	 21.6	-38.803	-26.917	-14.160
 1.023	 1.022	-0.001	-0.034	 21.6	-38.605	-26.779	-13.748
 1.029	 1.029	 0.001	-0.039	 21.5	-38.818	-26.947	-13.992
 1.027	 1.026	 0.005	-0.042	 21.6	-38.666	-26.993	-14.313
 1.028	 1.027	 0.003	-0.043	 21.5	-38.559	-26.779	-14.160
 1.029	 1.028	-0.001	-0.051	 21.6	-38.849	-26.932	-13.580
 1.025	 1.024	 0.009	-0.042	 21.6	-38.757	-26.917	-14.069
 1.027	 1.026	 0.004	-0.044	 21.5	-38.681	-26.871	-14.572
 1.022	 1.021	-0.001	-0.041	 21.6	-38.498	-26.932	-13.962
 1.024	 1.024	 0.006	-0.032	 21.5	-38.834	-26.855	-13.702
 1.025	 1.024	 0.001	-0.037	 21.4	-38.788	-26.855	-14.023
 1.025	 1.024	 0.006	-0.039	 21.5	-38.620	-26.978	-14.374
 1.022	 1.021	-0.001	-0.046	 21.6	-38.757	-26.947	-13.824
 1.028	 1.027	 0.005	-0.044	 21.6	-38.651	-26.855	-13.626
